-0.062832 0.474884 0.899211
-0.031416 0.487436 0.899803
0.000000 0.500000 0.900000
0.031416 0.512564 0.899803
0.062832 0.525116 0.899211
0.094248 0.537643 0.898225
0.125664 0.550133 0.896846
0.157080 0.562574 0.895075
0.188496 0.574953 0.892915
0.219911 0.587257 0.890367
0.251327 0.599476 0.887433
0.282743 0.611596 0.884117
0.314159 0.623607 0.880423
0.345575 0.635495 0.876352
0.376991 0.647250 0.871911
0.408407 0.658859 0.867102
0.439823 0.670312 0.861931
0.471239 0.681596 0.856403
0.502655 0.692701 0.850523
0.534071 0.703617 0.844297
0.565487 0.714331 0.837731
0.596903 0.724833 0.830832
0.628319 0.735114 0.823607
0.659734 0.745163 0.816062
0.691150 0.754970 0.808205
0.722566 0.764525 0.800044
0.753982 0.773819 0.791587
0.785398 0.782843 0.782843
0.816814 0.791587 0.773819
0.848230 0.800044 0.764525
0.879646 0.808205 0.754970
0.911062 0.816062 0.745163
0.942478 0.823607 0.735114
0.973894 0.830832 0.724833
1.005310 0.837731 0.714331
1.036726 0.844297 0.703617
1.068142 0.850523 0.692701
1.099557 0.856403 0.681596
1.130973 0.861931 0.670312
1.162389 0.867102 0.658859
1.193805 0.871911 0.647250
1.225221 0.876352 0.635495
1.256637 0.880423 0.623607
1.288053 0.884117 0.611596
1.319469 0.887433 0.599476
1.350885 0.890367 0.587257
1.382301 0.892915 0.574953
1.413717 0.895075 0.562574
1.445133 0.896846 0.550133
1.476549 0.898225 0.537643
1.507964 0.899211 0.525116
1.539380 0.899803 0.512564
1.570796 0.900000 0.500000
1.602212 0.899803 0.487436
1.633628 0.899211 0.474884
1.665044 0.898225 0.462357
1.696460 0.896846 0.449867
1.727876 0.895075 0.437426
1.759292 0.892915 0.425047
1.790708 0.890367 0.412743
1.822124 0.887433 0.400524
1.853540 0.884117 0.388404
1.884956 0.880423 0.376393
1.916372 0.876352 0.364505
1.947787 0.871911 0.352750
1.979203 0.867102 0.341141
2.010619 0.861931 0.329688
2.042035 0.856403 0.318404
2.073451 0.850523 0.307299
2.104867 0.844297 0.296383
2.136283 0.837731 0.285669
2.167699 0.830832 0.275167
2.199115 0.823607 0.264886
2.230531 0.816062 0.254837
2.261947 0.808205 0.245030
2.293363 0.800044 0.235475
2.324779 0.791587 0.226181
2.356194 0.782843 0.217157
2.387610 0.773819 0.208413
2.419026 0.764525 0.199956
2.450442 0.754970 0.191795
2.481858 0.745163 0.183938
2.513274 0.735114 0.176393
2.544690 0.724833 0.169168
2.576106 0.714331 0.162269
2.607522 0.703617 0.155703
2.638938 0.692701 0.149477
2.670354 0.681596 0.143597
2.701770 0.670312 0.138069
2.733186 0.658859 0.132898
2.764602 0.647250 0.128089
2.796017 0.635495 0.123648
2.827433 0.623607 0.119577
2.858849 0.611596 0.115883
2.890265 0.599476 0.112567
2.921681 0.587257 0.109633
2.953097 0.574953 0.107085
2.984513 0.562574 0.104925
3.015929 0.550133 0.103154
3.047345 0.537643 0.101775
3.078761 0.525116 0.100789
3.110177 0.512564 0.100197
3.141593 0.500000 0.100000
